User_ID,Age,Gender,Daily_Steps,Workout_Min,Calories_Burned,Sleep_Hrs,Protein_Intake,Water_Intake
U2449,47,female,6388.0,72.0,613.0,6.8,64.0,2.6
U2450,41,male,11010.0,120.0,968.0,8.4,91.0,4.6
U2451,59,male,9634.0,98.0,851.0,8.3,,4.0
U2452,47,male,6070.0,60.0,531.0,6.6,61.0,2.8
U2453,31,male,12948.0,141.0,1108.0,7.5,108.0,5.4
U2454,23,female,10641.0,113.0,902.0,6.6,87.0,4.0
U2455,20,male,13479.0,132.0,1114.0,8.1,87.0,5.6
U2456,33,male,6735.0,57.0,566.0,7.3,49.0,2.3
U2457,24,female,4138.0,41.0,366.0,,44.0,2.1
U2458,31,male,12490.0,129.0,1080.0,7.8,92.0,4.9
U2459,26,female,10433.0,108.0,901.0,6.9,83.0,3.2
U2460,32,male,8045.0,83.0,716.0,6.2,67.0,3.2
U2461,38,male,4201.0,43.0,384.0,7.3,58.0,2.6
U2462,52,male,7941.0,79.0,687.0,7.1,70.0,3.2
U2463,19,male,10962.0,119.0,983.0,6.8,81.0,3.5
U2464,44,male,2935.0,,267.0,6.2,44.0,1.4
U2465,19,male,6396.0,68.0,567.0,7.9,61.0,2.3
U2466,52,female,3880.0,28.0,281.0,7.6,41.0,2.3
U2467,35,male,9456.0,104.0,855.0,8.0,74.0,4.0
U2468,31,female,,122.0,962.0,7.6,79.0,3.6
U2469,37,female,5639.0,50.0,465.0,6.5,51.0,1.8
U2470,35,male,8578.0,90.0,732.0,8.4,78.0,3.3
U2471,27,female,10461.0,112.0,912.0,7.3,85.0,4.2
U2472,42,male,6871.0,63.0,619.0,7.4,66.0,2.7
U2473,19,female,10497.0,104.0,893.0,6.9,73.0,4.3
U2474,42,male,5971.0,71.0,560.0,6.9,63.0,3.1
U2475,50,female,10116.0,108.0,877.0,5.4,74.0,4.4
U2476,53,female,8965.0,102.0,788.0,6.9,87.0,3.1
U2477,48,male,7097.0,74.0,607.0,6.0,73.0,3.0
U2478,31,female,7542.0,77.0,634.0,7.4,59.0,3.8
U2479,18,male,3968.0,37.0,362.0,6.4,50.0,1.8
U2480,63,male,2782.0,27.0,278.0,6.5,45.0,1.4
U2481,33,male,3437.0,35.0,329.0,8.5,39.0,1.8
U2482,63,male,10969.0,113.0,948.0,6.8,88.0,4.1
U2483,20,male,7207.0,64.0,579.0,,,3.1
U2484,52,female,10850.0,128.0,973.0,,94.0,4.2
U2485,58,female,12141.0,133.0,1045.0,7.0,95.0,3.7
U2486,23,female,13521.0,143.0,1139.0,8.7,99.0,5.7
U2487,42,male,12714.0,138.0,1118.0,9.1,101.0,5.2
U2488,30,female,1888.0,17.0,234.0,7.6,34.0,1.6
U2489,51,female,5861.0,60.0,503.0,6.3,58.0,2.7
U2490,25,female,9141.0,94.0,785.0,6.9,69.0,3.6
U2491,38,female,3736.0,,340.0,5.3,47.0,1.7
U2492,51,female,8796.0,,764.0,7.2,68.0,2.7
U2493,21,male,9660.0,102.0,851.0,7.4,71.0,4.8
U2494,42,male,11448.0,126.0,1000.0,8.3,91.0,4.6
U2495,32,female,13903.0,147.0,1181.0,9.3,96.0,4.4
U2496,21,male,6286.0,65.0,558.0,6.1,58.0,2.4
U2497,62,male,2282.0,21.0,232.0,6.8,44.0,
U2498,29,female,13080.0,129.0,1115.0,7.6,103.0,5.0
U2499,49,female,7761.0,80.0,688.0,7.2,66.0,3.0
U2500,49,male,1910.0,26.0,225.0,7.9,43.0,1.1
U2501,45,female,12762.0,131.0,1101.0,7.9,90.0,4.6
U2502,30,male,12931.0,133.0,1119.0,8.2,102.0,4.0
U2503,48,male,2844.0,19.0,234.0,7.2,,1.5
U2504,31,female,4716.0,40.0,396.0,7.1,38.0,2.1
U2505,37,male,7945.0,69.0,635.0,,61.0,4.0
U2506,35,male,7234.0,79.0,672.0,8.7,67.0,3.0
U2507,46,male,3277.0,26.0,287.0,6.8,40.0,2.0
U2508,23,female,7000.0,59.0,538.0,7.6,52.0,3.8
U2509,49,female,6001.0,46.0,482.0,7.3,57.0,2.1
U2510,46,female,11612.0,127.0,1052.0,6.0,102.0,4.3
U2511,60,female,9570.0,89.0,,6.6,81.0,3.5
U2512,19,male,3101.0,20.0,244.0,6.9,38.0,1.0
U2513,40,female,13903.0,143.0,1164.0,7.2,98.0,5.1
U2514,36,female,12605.0,132.0,1120.0,8.1,98.0,5.4
U2515,48,female,4893.0,44.0,453.0,6.3,57.0,2.8
U2516,22,female,5675.0,42.0,454.0,7.1,43.0,3.1
U2517,36,male,3031.0,27.0,245.0,5.4,40.0,1.6
U2518,51,male,3821.0,22.0,279.0,,33.0,1.4
U2519,27,male,10445.0,99.0,842.0,,68.0,5.2
U2520,42,female,11797.0,119.0,1034.0,8.1,86.0,4.7
U2521,19,female,1814.0,10.0,132.0,6.6,23.0,1.0
U2522,28,male,7242.0,72.0,664.0,6.7,66.0,4.4
U2523,48,female,4018.0,43.0,381.0,8.2,50.0,2.2
U2524,32,female,10294.0,,886.0,8.9,85.0,2.7
U2525,26,male,2925.0,19.0,263.0,6.7,29.0,2.5
U2526,40,male,11932.0,137.0,1088.0,7.2,103.0,3.6
U2527,36,female,2211.0,,177.0,5.3,38.0,1.7
U2528,26,female,7497.0,65.0,609.0,7.4,60.0,3.6
U2529,52,female,8488.0,89.0,773.0,6.8,80.0,3.9
U2530,38,male,3302.0,21.0,258.0,6.4,40.0,2.6
U2531,26,male,6128.0,57.0,557.0,7.9,49.0,3.3
U2532,45,male,3821.0,35.0,328.0,6.1,50.0,3.0
U2533,63,male,11207.0,121.0,950.0,9.2,89.0,4.4
U2534,24,female,12218.0,131.0,1064.0,6.9,91.0,4.5
U2535,33,male,1759.0,21.0,175.0,5.0,33.0,1.4
U2536,33,male,5808.0,51.0,489.0,6.6,60.0,3.4
U2537,50,female,6891.0,70.0,,7.5,68.0,2.8
U2538,21,female,7186.0,67.0,590.0,7.3,63.0,3.5
U2539,21,female,4849.0,43.0,454.0,7.1,42.0,2.0
U2540,56,male,2279.0,16.0,205.0,,41.0,1.2
U2541,57,female,11129.0,118.0,984.0,7.2,91.0,
U2542,34,female,4840.0,44.0,438.0,6.0,,2.6
U2543,54,male,3778.0,24.0,332.0,7.0,33.0,1.0
U2544,56,male,3921.0,,319.0,7.7,58.0,1.7
U2545,46,female,6924.0,68.0,,7.2,63.0,1.8
U2546,53,male,7849.0,88.0,750.0,,77.0,3.3
U2547,55,female,9051.0,95.0,804.0,7.5,72.0,
U2548,56,female,13882.0,143.0,1180.0,9.1,110.0,5.0
U2549,54,male,9459.0,97.0,814.0,7.3,86.0,
U2550,52,female,7259.0,80.0,654.0,6.2,75.0,
U2551,24,male,11563.0,130.0,1050.0,7.8,91.0,5.8
U2552,44,male,9299.0,102.0,801.0,7.9,91.0,4.1
U2553,45,male,10425.0,105.0,897.0,8.2,86.0,4.4
U2554,39,female,4923.0,41.0,432.0,7.6,41.0,2.5
U2555,31,male,4543.0,62.0,495.0,7.1,58.0,2.4
U2556,24,male,6739.0,68.0,,6.5,62.0,2.7
U2557,54,female,7704.0,78.0,670.0,6.5,70.0,3.2
U2558,39,female,12504.0,,1140.0,7.5,101.0,4.8
U2559,22,female,8880.0,95.0,797.0,7.9,79.0,3.7
U2560,19,female,3960.0,27.0,352.0,6.4,36.0,2.4
U2561,44,male,8854.0,90.0,729.0,7.0,,3.8
U2562,38,male,11205.0,123.0,1008.0,6.9,84.0,4.2
U2563,55,male,3711.0,33.0,314.0,8.1,38.0,1.7
U2564,32,female,7261.0,75.0,639.0,7.0,62.0,3.3
U2565,38,female,7176.0,71.0,649.0,,60.0,2.7
U2566,27,male,5640.0,63.0,508.0,,56.0,2.5
U2567,40,female,12565.0,140.0,,7.0,95.0,4.6
U2568,56,female,5428.0,46.0,473.0,7.6,49.0,3.8
U2569,22,male,4874.0,46.0,441.0,6.9,45.0,1.8
U2570,18,male,12475.0,140.0,1090.0,8.9,96.0,4.5
U2571,30,female,4336.0,44.0,396.0,6.3,45.0,2.0
U2572,38,female,12665.0,133.0,1081.0,7.9,93.0,4.6
U2573,43,female,3036.0,27.0,255.0,7.3,53.0,2.4
U2574,62,male,12390.0,131.0,1091.0,7.2,,4.7
U2575,38,male,5532.0,57.0,491.0,6.9,57.0,2.0
U2576,35,male,2645.0,26.0,256.0,6.7,41.0,2.5
U2577,54,male,13362.0,,1158.0,8.7,99.0,5.2
U2578,62,male,6561.0,66.0,572.0,8.9,63.0,3.2
U2579,49,female,2788.0,17.0,240.0,,37.0,2.1
U2580,53,female,13087.0,137.0,1109.0,9.0,100.0,4.4
U2581,34,female,11531.0,126.0,,4.3,90.0,4.6
U2582,52,male,6699.0,65.0,,7.3,57.0,3.4
U2583,28,male,12281.0,135.0,1081.0,7.8,96.0,4.5
U2584,38,male,7097.0,68.0,580.0,7.9,59.0,3.3
U2585,43,female,6812.0,67.0,612.0,6.0,72.0,3.3
U2586,21,male,13353.0,149.0,1207.0,8.4,105.0,4.4
U2587,51,male,10591.0,117.0,956.0,,80.0,3.8
U2588,35,female,8189.0,83.0,713.0,8.1,67.0,2.3
U2589,57,male,10931.0,110.0,927.0,6.3,94.0,4.4
U2590,52,female,6296.0,57.0,499.0,8.1,62.0,3.8
U2591,58,male,7328.0,80.0,636.0,8.2,72.0,2.9
U2592,46,male,,125.0,1013.0,7.4,80.0,4.4
U2593,46,female,11790.0,131.0,1042.0,8.0,94.0,5.2
U2594,55,female,8097.0,87.0,695.0,7.3,76.0,3.6
U2595,59,female,3322.0,38.0,307.0,5.6,41.0,1.6
U2596,38,female,10065.0,102.0,,8.0,82.0,4.8
U2597,59,female,7742.0,82.0,705.0,8.2,69.0,
U2598,30,female,,109.0,875.0,7.3,82.0,4.1
U2599,58,male,7897.0,83.0,701.0,,74.0,3.3
U2600,34,male,9829.0,104.0,867.0,6.8,,4.3
U2601,26,female,2867.0,26.0,257.0,7.5,42.0,1.5
U2602,58,male,13396.0,146.0,1195.0,,106.0,5.9
U2603,18,female,9574.0,106.0,850.0,7.4,90.0,4.6
U2604,19,male,2520.0,18.0,188.0,7.1,42.0,1.7
U2605,46,female,,144.0,1181.0,9.1,96.0,5.3
U2606,50,male,3640.0,28.0,,7.3,50.0,1.6
U2607,27,male,13301.0,143.0,1147.0,7.0,93.0,4.8
U2608,57,male,10795.0,,953.0,7.0,87.0,3.8
U2609,38,male,13864.0,148.0,1209.0,7.8,,5.2
U2610,45,male,12722.0,134.0,1100.0,8.2,94.0,4.9
U2611,28,female,7084.0,70.0,613.0,6.3,66.0,2.3
U2612,51,female,5442.0,51.0,481.0,7.3,56.0,2.9
U2613,25,female,2800.0,22.0,236.0,7.5,39.0,1.3
U2614,39,male,13990.0,149.0,1194.0,7.5,86.0,5.5
U2615,25,female,9689.0,94.0,,9.0,71.0,4.3
U2616,32,male,3630.0,29.0,292.0,6.3,36.0,2.7
U2617,34,male,5529.0,59.0,539.0,,48.0,3.2
U2618,40,male,9137.0,101.0,844.0,5.7,72.0,4.7
U2619,41,female,9608.0,97.0,799.0,7.2,77.0,4.3
U2620,62,male,7148.0,78.0,,7.1,75.0,3.3
U2621,36,female,5011.0,46.0,437.0,6.7,46.0,2.2
U2622,22,female,13492.0,149.0,1213.0,7.3,102.0,5.1
U2623,49,male,9644.0,108.0,870.0,7.1,88.0,4.8
U2624,61,male,12806.0,134.0,1095.0,8.3,101.0,4.8
U2625,18,female,6708.0,63.0,565.0,5.6,51.0,3.0
U2626,40,female,12137.0,139.0,1042.0,6.2,,5.6
U2627,54,female,5491.0,50.0,488.0,6.7,57.0,2.5
U2628,25,female,5758.0,54.0,482.0,7.0,48.0,2.3
U2629,30,female,10939.0,112.0,,7.0,85.0,4.9
U2630,25,female,10858.0,115.0,,7.6,77.0,3.9
U2631,40,male,14123.0,,1187.0,8.4,103.0,5.5
U2632,60,female,12582.0,137.0,1089.0,8.5,105.0,
U2633,18,female,8939.0,95.0,808.0,8.5,72.0,3.9
U2634,62,female,5273.0,56.0,476.0,6.0,55.0,1.4
U2635,41,female,,14.0,201.0,6.1,27.0,1.9
U2636,52,male,1338.0,10.0,130.0,5.9,30.0,1.3
U2637,41,male,5614.0,53.0,515.0,7.9,57.0,3.0
U2638,34,female,4860.0,,426.0,6.5,49.0,2.7
U2639,22,female,3545.0,28.0,310.0,7.1,35.0,2.1
U2640,37,female,10935.0,124.0,1003.0,6.5,91.0,4.2
U2641,38,male,8732.0,96.0,794.0,6.9,66.0,3.5
U2642,57,male,11784.0,132.0,1071.0,7.0,96.0,4.6
U2643,48,male,9820.0,91.0,778.0,8.0,70.0,4.0
U2644,63,male,6612.0,67.0,574.0,6.2,59.0,2.8
U2645,53,male,7427.0,76.0,652.0,8.7,66.0,3.7
U2646,28,male,12096.0,131.0,1043.0,7.9,103.0,4.6
U2647,32,female,9936.0,96.0,851.0,6.9,78.0,3.5
U2648,36,male,12093.0,140.0,1083.0,8.0,92.0,5.1
U2649,24,male,6410.0,64.0,547.0,6.5,63.0,3.9
U2650,45,female,8519.0,98.0,802.0,6.5,71.0,3.1
U2651,60,male,5505.0,67.0,517.0,7.6,73.0,2.7
U2652,22,female,6753.0,,588.0,8.3,56.0,3.6
U2653,22,male,9706.0,100.0,848.0,7.8,75.0,4.2
U2654,47,female,5786.0,61.0,552.0,6.1,70.0,3.1
U2655,49,female,12673.0,135.0,1100.0,7.1,96.0,4.9
U2656,25,female,3858.0,33.0,,8.1,51.0,1.0
U2657,27,female,7815.0,81.0,700.0,7.9,66.0,3.5
U2658,55,female,3162.0,18.0,237.0,5.9,40.0,2.0
U2659,64,male,10817.0,119.0,981.0,,88.0,4.9
U2660,49,male,,,852.0,7.6,88.0,3.6
U2661,45,female,10808.0,126.0,1009.0,7.5,90.0,5.3
U2662,34,female,8869.0,92.0,764.0,9.1,82.0,3.5
U2663,48,female,8436.0,89.0,,6.8,71.0,3.3
U2664,25,male,9674.0,,835.0,7.9,,3.7
U2665,57,female,5364.0,49.0,447.0,7.3,61.0,3.1
U2666,42,female,10151.0,112.0,908.0,6.2,84.0,3.6
U2667,26,female,7901.0,71.0,652.0,5.4,62.0,3.6
U2668,19,female,6413.0,78.0,631.0,6.8,56.0,2.7
U2669,32,male,11154.0,118.0,993.0,8.0,86.0,
U2670,20,female,2126.0,13.0,188.0,8.0,32.0,1.0
U2671,53,female,7745.0,81.0,685.0,6.6,80.0,3.8
U2672,21,male,2945.0,26.0,294.0,7.2,35.0,1.8
U2673,31,female,11489.0,123.0,1006.0,7.4,89.0,4.8
U2674,58,female,9521.0,94.0,788.0,8.8,85.0,3.8
U2675,58,male,5774.0,66.0,535.0,7.0,65.0,3.1
U2676,42,male,10457.0,116.0,890.0,7.2,92.0,4.2
U2677,27,male,5320.0,57.0,472.0,7.2,66.0,3.0
U2678,38,female,11161.0,,967.0,7.8,91.0,4.8
U2679,53,female,4571.0,40.0,400.0,8.1,57.0,2.4
U2680,29,male,11580.0,121.0,1021.0,7.7,89.0,4.1
U2681,44,male,6293.0,56.0,507.0,7.5,61.0,2.6
U2682,57,male,13458.0,143.0,1142.0,6.5,106.0,4.7
U2683,19,female,11288.0,117.0,988.0,6.7,88.0,5.1
U2684,30,female,7179.0,81.0,652.0,6.9,72.0,3.6
U2685,49,male,8542.0,80.0,717.0,,69.0,3.5
U2686,48,female,10840.0,117.0,966.0,7.0,85.0,4.1
U2687,33,male,6786.0,62.0,555.0,7.4,60.0,2.6
U2688,49,female,2437.0,25.0,234.0,6.3,35.0,1.8
U2689,49,female,11504.0,125.0,1000.0,9.0,95.0,5.5
U2690,51,female,8442.0,82.0,685.0,7.2,75.0,3.5
U2691,28,female,8069.0,83.0,714.0,7.7,66.0,4.0
U2692,27,male,8273.0,90.0,753.0,7.2,71.0,3.7
U2693,32,female,3440.0,21.0,273.0,6.8,41.0,2.2
U2694,34,female,12059.0,137.0,1108.0,8.1,99.0,4.5
U2695,57,male,7705.0,79.0,669.0,7.4,76.0,3.2
U2696,35,female,5570.0,50.0,485.0,6.6,56.0,2.2
U2697,26,male,7828.0,68.0,645.0,7.6,60.0,
U2698,42,male,9101.0,98.0,790.0,7.3,77.0,3.7
U2699,57,female,3667.0,33.0,352.0,7.3,50.0,2.2
U2700,31,female,8343.0,89.0,742.0,8.3,78.0,3.1
U2701,42,male,13274.0,,1172.0,8.6,101.0,5.3
U2702,39,male,13279.0,141.0,1119.0,7.0,105.0,5.2
U2703,47,male,10132.0,101.0,861.0,5.1,70.0,4.1
U2704,37,female,9963.0,101.0,843.0,9.3,80.0,
U2705,38,male,8401.0,90.0,729.0,7.8,73.0,3.5
U2706,61,male,8207.0,80.0,726.0,7.6,64.0,5.3
U2707,49,male,7336.0,74.0,643.0,6.7,59.0,3.4
U2708,63,female,6558.0,61.0,527.0,5.5,65.0,3.0
U2709,38,male,4716.0,39.0,385.0,5.4,48.0,2.7
U2710,52,female,10995.0,108.0,941.0,7.3,,4.0
U2711,49,female,,107.0,858.0,7.6,70.0,3.8
U2712,47,male,5062.0,51.0,437.0,8.4,60.0,2.9
U2713,56,female,13804.0,148.0,1191.0,8.1,111.0,5.7
U2714,29,male,4651.0,36.0,389.0,7.5,37.0,2.9
U2715,58,female,7914.0,81.0,676.0,6.9,79.0,2.7
U2716,64,female,3919.0,,323.0,6.5,55.0,2.0
U2717,35,male,8655.0,,741.0,6.2,63.0,3.8
U2718,38,male,5489.0,54.0,489.0,6.1,55.0,3.0
U2719,30,male,11822.0,124.0,971.0,6.7,89.0,
U2720,38,female,8943.0,96.0,792.0,7.1,67.0,3.3
U2721,25,female,13784.0,149.0,1192.0,6.5,,5.5
U2722,63,male,9048.0,101.0,824.0,6.8,90.0,4.0
U2723,57,male,3601.0,31.0,305.0,6.8,43.0,2.2
U2724,63,female,10085.0,101.0,850.0,5.6,92.0,3.5
U2725,24,female,8694.0,86.0,752.0,8.6,70.0,3.1
U2726,40,female,4200.0,34.0,383.0,8.3,41.0,3.1
U2727,61,male,11089.0,117.0,935.0,8.4,91.0,4.9
U2728,49,female,13320.0,144.0,1169.0,,,5.1
U2729,28,male,,118.0,962.0,7.8,87.0,4.2
U2730,39,female,13052.0,143.0,1158.0,8.2,98.0,6.0
U2731,39,female,3896.0,33.0,361.0,7.0,42.0,2.1
U2732,60,male,2818.0,28.0,264.0,6.9,39.0,1.8
U2733,42,male,7944.0,92.0,761.0,6.0,74.0,3.1
U2734,39,male,12104.0,124.0,1016.0,7.8,91.0,4.5
U2735,45,female,2555.0,18.0,225.0,7.2,31.0,1.0
U2736,46,female,11390.0,121.0,980.0,7.9,95.0,
U2737,30,female,10713.0,111.0,913.0,8.5,83.0,4.9
U2738,35,male,5354.0,57.0,458.0,8.2,51.0,3.3
U2739,19,female,7428.0,78.0,,6.8,62.0,2.9
U2740,46,male,12632.0,128.0,1091.0,6.9,97.0,3.7
U2741,38,male,5346.0,54.0,444.0,8.0,61.0,2.8
U2742,32,male,12257.0,134.0,1081.0,8.3,101.0,5.5
U2743,44,female,2620.0,23.0,221.0,6.3,49.0,1.0
U2744,48,female,12785.0,143.0,1116.0,7.6,94.0,4.8
U2745,32,male,13793.0,144.0,1191.0,7.6,95.0,5.4
U2746,40,female,3672.0,46.0,384.0,7.1,44.0,1.8
U2747,41,male,6041.0,62.0,537.0,8.3,65.0,2.0
U2748,61,male,3408.0,27.0,317.0,6.1,45.0,1.6
U2749,30,female,5843.0,47.0,466.0,7.3,56.0,2.4
U2750,39,male,12162.0,138.0,1113.0,7.9,90.0,3.9
U2751,60,male,4852.0,53.0,435.0,5.4,55.0,3.0
U2752,54,female,5330.0,56.0,463.0,9.0,55.0,3.4
U2753,50,male,5091.0,44.0,427.0,7.2,58.0,2.5
U2754,20,male,6928.0,69.0,603.0,8.1,62.0,3.4
U2755,36,male,8694.0,99.0,777.0,6.1,67.0,3.0
U2756,40,male,6235.0,61.0,538.0,8.7,56.0,
U2757,46,male,3221.0,17.0,,6.5,42.0,1.5
U2758,47,male,10992.0,116.0,946.0,5.8,93.0,4.6
U2759,56,male,12982.0,140.0,1091.0,6.7,103.0,3.6
U2760,61,female,10037.0,105.0,837.0,6.5,86.0,3.9
U2761,64,female,4182.0,35.0,399.0,6.3,46.0,2.5
U2762,42,male,10566.0,120.0,982.0,6.5,94.0,4.4
U2763,54,male,12104.0,132.0,1053.0,8.4,91.0,5.1
U2764,64,female,6010.0,60.0,547.0,7.2,55.0,2.5
U2765,25,female,11978.0,132.0,1062.0,8.1,92.0,3.3
U2766,59,female,2533.0,14.0,233.0,7.1,37.0,2.2
U2767,33,female,7993.0,86.0,692.0,7.1,73.0,3.8
U2768,25,female,1670.0,10.0,136.0,5.4,32.0,
U2769,18,male,2070.0,20.0,239.0,5.5,42.0,1.7
U2770,61,female,2634.0,17.0,194.0,5.6,43.0,1.9
U2771,22,female,4956.0,41.0,414.0,6.1,50.0,3.6
U2772,20,female,3964.0,37.0,356.0,8.3,38.0,1.2
U2773,18,male,13304.0,140.0,1158.0,6.6,97.0,5.3
U2774,21,male,12572.0,137.0,1104.0,8.9,91.0,5.5
U2775,57,male,5771.0,71.0,562.0,6.2,64.0,3.0
U2776,52,male,4034.0,36.0,348.0,5.8,44.0,2.2
U2777,49,male,5502.0,54.0,466.0,7.4,65.0,1.9
U2778,59,male,10741.0,114.0,932.0,8.6,89.0,5.0
U2779,51,female,9712.0,101.0,866.0,6.2,77.0,4.5
U2780,60,male,3548.0,34.0,322.0,6.8,52.0,
U2781,42,male,6241.0,53.0,540.0,8.1,53.0,2.8
U2782,27,female,13292.0,145.0,1176.0,8.6,94.0,4.9
U2783,38,male,8465.0,89.0,754.0,6.1,87.0,3.6
U2784,63,female,9107.0,91.0,775.0,7.2,72.0,4.6
U2785,56,female,13249.0,144.0,1143.0,6.5,113.0,5.0
U2786,44,male,10528.0,97.0,893.0,7.9,73.0,4.8
U2787,44,female,12455.0,136.0,1108.0,7.9,100.0,4.8
U2788,19,female,6616.0,64.0,568.0,7.6,55.0,2.5
U2789,58,female,6150.0,65.0,590.0,6.4,,1.8
U2790,30,female,3475.0,24.0,298.0,6.3,31.0,2.2
U2791,26,male,6849.0,67.0,564.0,8.0,51.0,3.4
U2792,53,female,9076.0,,792.0,8.2,83.0,3.2
U2793,39,male,9574.0,106.0,871.0,8.8,72.0,4.7
U2794,59,female,1790.0,17.0,220.0,7.8,34.0,1.0
U2795,43,female,5374.0,49.0,508.0,5.7,53.0,2.9
U2796,29,female,2262.0,23.0,233.0,7.7,31.0,2.1
U2797,34,male,6924.0,62.0,587.0,7.2,52.0,3.5
U2798,31,male,11929.0,,1059.0,8.3,92.0,
U2799,31,male,8476.0,89.0,727.0,7.1,60.0,4.1
U2800,51,female,11099.0,124.0,956.0,6.9,85.0,4.4
U2801,37,female,13171.0,143.0,1157.0,7.6,106.0,4.9
U2802,28,female,6453.0,64.0,589.0,7.2,62.0,3.3
U2803,33,female,5727.0,53.0,507.0,7.3,64.0,3.2
U2804,48,male,2532.0,27.0,261.0,7.5,46.0,1.0
U2805,23,female,2743.0,25.0,284.0,5.9,44.0,1.2
U2806,36,male,3270.0,21.0,324.0,5.9,36.0,2.5
U2807,54,female,5919.0,54.0,486.0,5.8,57.0,3.0
U2808,21,male,8420.0,102.0,746.0,7.2,77.0,
U2809,64,male,3824.0,31.0,334.0,6.2,39.0,1.6
U2810,21,female,9494.0,106.0,875.0,7.2,80.0,4.2
U2811,37,female,5464.0,56.0,462.0,7.1,52.0,3.3
U2812,27,male,4116.0,38.0,383.0,5.5,42.0,3.4
U2813,41,female,6369.0,54.0,514.0,6.7,60.0,2.6
U2814,52,female,7789.0,86.0,712.0,7.6,66.0,3.9
U2815,43,male,1828.0,18.0,177.0,6.7,38.0,2.5
U2816,54,male,4030.0,33.0,324.0,6.6,50.0,1.4
U2817,55,male,3026.0,24.0,245.0,6.8,40.0,2.7
U2818,38,male,,22.0,,6.6,39.0,2.0
U2819,57,female,9324.0,100.0,810.0,6.6,82.0,3.9
U2820,56,male,10955.0,110.0,934.0,6.7,91.0,4.0
U2821,38,male,7808.0,80.0,683.0,9.4,67.0,3.2
U2822,27,male,12400.0,131.0,1046.0,8.2,85.0,4.4
U2823,55,female,9037.0,85.0,753.0,8.3,71.0,3.2
U2824,63,male,11541.0,125.0,1016.0,8.1,93.0,4.8
U2825,21,female,7472.0,70.0,650.0,8.4,55.0,3.8
U2826,62,male,12168.0,135.0,1107.0,8.2,101.0,4.3
U2827,37,male,1964.0,10.0,148.0,5.0,33.0,1.1
U2828,34,female,6823.0,77.0,638.0,6.5,66.0,3.3
U2829,24,male,8993.0,,753.0,7.6,69.0,3.2
U2830,21,male,3021.0,30.0,308.0,7.0,40.0,2.0
U2831,46,female,13850.0,144.0,1202.0,8.0,108.0,5.1
U2832,31,male,2889.0,12.0,160.0,5.9,34.0,1.0
U2833,20,male,5923.0,60.0,520.0,6.6,59.0,3.0
U2834,41,male,8093.0,88.0,,7.5,73.0,3.2
U2835,54,male,9183.0,104.0,826.0,7.4,80.0,4.4
U2836,33,female,12352.0,132.0,1061.0,8.4,97.0,4.7
U2837,21,male,1974.0,15.0,188.0,5.8,25.0,1.2
U2838,41,female,,26.0,291.0,7.2,38.0,1.8
U2839,51,male,12525.0,126.0,1049.0,7.3,92.0,5.4
U2840,47,female,6717.0,69.0,,6.9,67.0,4.0
U2841,35,male,12683.0,134.0,1089.0,7.7,100.0,5.2
U2842,36,female,8676.0,90.0,752.0,6.0,76.0,
U2843,48,male,8312.0,94.0,757.0,7.4,80.0,3.6
U2844,36,female,5178.0,60.0,485.0,8.0,62.0,2.6
U2845,63,female,13824.0,148.0,1202.0,6.9,112.0,5.2
U2846,36,male,8652.0,80.0,742.0,8.9,62.0,3.4
U2847,39,female,5237.0,48.0,426.0,6.5,63.0,2.0
U2848,41,male,7942.0,78.0,689.0,7.8,73.0,3.9
U2849,62,male,5393.0,57.0,513.0,6.0,60.0,3.1
U2850,29,male,12897.0,134.0,1093.0,,,4.9
U2851,47,male,7111.0,66.0,623.0,6.4,56.0,3.7
U2852,55,male,3202.0,30.0,297.0,7.0,45.0,2.2
U2853,48,female,9008.0,91.0,752.0,7.0,73.0,3.2
U2854,53,male,9297.0,108.0,828.0,7.4,,3.8
U2855,36,male,3402.0,24.0,298.0,,43.0,2.7
U2856,62,male,7344.0,78.0,670.0,7.0,,3.1
U2857,53,male,7611.0,85.0,726.0,6.7,,3.0
U2858,47,male,7236.0,71.0,637.0,7.2,59.0,3.5
U2859,50,male,10994.0,,1000.0,7.5,84.0,4.3
U2860,35,female,5081.0,46.0,447.0,7.3,54.0,2.8
U2861,45,female,12589.0,143.0,1127.0,,99.0,4.9
U2862,64,male,3302.0,35.0,315.0,7.5,54.0,1.6
U2863,28,female,,17.0,206.0,7.2,50.0,
U2864,62,male,2019.0,13.0,148.0,6.8,34.0,1.0
U2865,50,male,4278.0,30.0,326.0,6.7,47.0,1.6
U2866,34,male,3248.0,34.0,316.0,5.6,51.0,2.3
U2867,23,male,6108.0,52.0,448.0,7.2,48.0,
U2868,21,male,4341.0,46.0,397.0,7.8,46.0,2.0
U2869,37,female,5795.0,51.0,504.0,6.5,56.0,2.0
U2870,64,female,10138.0,101.0,886.0,7.0,96.0,4.6
U2871,44,female,7111.0,70.0,604.0,8.3,67.0,3.7
U2872,32,female,7150.0,77.0,633.0,,,3.6
U2873,23,male,5509.0,62.0,504.0,6.4,52.0,2.0
U2874,64,female,7929.0,93.0,728.0,9.3,77.0,3.8
U2875,31,male,5581.0,43.0,468.0,7.4,39.0,2.8
U2876,28,female,8077.0,85.0,746.0,8.0,67.0,
U2877,56,female,9458.0,106.0,819.0,7.2,84.0,4.0
U2878,26,female,3743.0,39.0,340.0,7.1,45.0,
