User_ID,Age,Gender,Daily_Steps,Workout_Min,Sleep_Hrs,Protein_Intake,Water_Intake
U2499,49,female,1002.0,,9.0,65.0,4.9
U2500,49,male,1103.0,68.0,8.0,,0.5
U2501,45,female,802.0,94.0,7.0,89.0,1.0
U2502,30,male,734.0,76.0,6.0,25.0,3.0
U2503,48,male,1561.0,0.0,7.0,53.0,4.8
U2504,31,female,638.0,149.0,9.0,59.0,5.0
U2505,37,male,694.0,,7.0,116.0,3.1
U2506,35,male,1146.0,17.0,8.0,80.0,1.3
U2507,46,male,500.0,47.0,,88.0,1.2
U2508,23,female,1060.0,136.0,8.0,111.0,3.9
U2509,49,female,,0.0,7.0,15.0,3.2
U2510,46,female,1212.0,136.0,8.0,27.0,3.0
U2511,60,female,912.0,106.0,7.0,28.0,2.6
U2512,19,male,1037.0,129.0,5.0,60.0,3.8
U2513,40,female,928.0,141.0,7.0,75.0,4.4
U2514,36,female,734.0,37.0,4.0,12.0,1.9
U2515,48,female,848.0,39.0,8.0,119.0,1.5
U2516,22,female,895.0,81.0,8.0,98.0,3.5
U2517,36,male,915.0,15.0,6.0,109.0,4.6
U2518,51,male,1415.0,126.0,6.0,63.0,2.1
U2519,27,male,1574.0,116.0,4.0,58.0,1.7
U2520,42,female,580.0,92.0,8.0,37.0,1.5
U2521,19,female,535.0,133.0,8.0,47.0,1.6
U2522,28,male,,2.0,6.0,37.0,1.1
U2523,48,female,1140.0,13.0,6.0,41.0,3.2
U2524,32,female,1381.0,,7.0,50.0,1.8
U2525,26,male,1256.0,94.0,9.0,45.0,3.3
U2526,40,male,1122.0,85.0,8.0,112.0,0.9
U2527,36,female,967.0,113.0,8.0,45.0,1.0
U2528,26,female,1665.0,128.0,7.0,116.0,2.9
U2529,52,female,,14.0,8.0,96.0,2.8
U2530,38,male,1208.0,36.0,4.0,75.0,1.7
U2531,26,male,1519.0,26.0,6.0,19.0,4.2
U2532,45,male,1401.0,11.0,6.0,79.0,1.3
U2533,63,male,1172.0,66.0,9.0,81.0,2.1
U2534,24,female,938.0,29.0,6.0,88.0,3.0
U2535,33,male,1030.0,95.0,5.0,118.0,4.4
U2536,33,male,626.0,134.0,4.0,102.0,2.4
U2537,50,female,704.0,33.0,4.0,72.0,2.3
U2538,21,female,528.0,31.0,7.0,101.0,3.1
U2539,21,female,944.0,116.0,5.0,31.0,1.9
U2540,56,male,1465.0,38.0,8.0,107.0,3.7
U2541,57,female,963.0,95.0,9.0,29.0,1.6
U2542,34,female,650.0,130.0,4.0,42.0,4.2
U2543,54,male,739.0,42.0,5.0,24.0,1.7
U2544,56,male,765.0,80.0,5.0,16.0,5.0
U2545,46,female,1628.0,2.0,4.0,97.0,1.9
U2546,53,male,,73.0,7.0,99.0,4.5
U2547,55,female,996.0,116.0,5.0,59.0,2.3
U2548,56,female,1184.0,62.0,6.0,19.0,1.6
U2549,54,male,657.0,110.0,5.0,88.0,1.5
U2550,52,female,671.0,39.0,8.0,46.0,4.3
U2551,24,male,993.0,17.0,4.0,68.0,1.9
U2552,44,male,1469.0,66.0,8.0,97.0,2.0
U2553,45,male,1175.0,102.0,,84.0,1.4
U2554,39,female,1158.0,137.0,9.0,113.0,4.8
U2555,31,male,1402.0,45.0,6.0,72.0,1.6
U2556,24,male,1165.0,54.0,4.0,30.0,1.6
U2557,54,female,866.0,74.0,5.0,113.0,4.7
U2558,39,female,1049.0,96.0,6.0,111.0,4.6
U2559,22,female,1142.0,25.0,5.0,88.0,1.6
U2560,19,female,754.0,21.0,7.0,88.0,4.4
U2561,44,male,707.0,25.0,9.0,46.0,1.6
U2562,38,male,949.0,72.0,4.0,54.0,0.9
U2563,55,male,594.0,114.0,7.0,23.0,4.2
U2564,32,female,1338.0,50.0,7.0,52.0,4.0
U2565,38,female,977.0,112.0,9.0,94.0,1.8
U2566,27,male,1182.0,145.0,7.0,117.0,0.9
U2567,40,female,1261.0,11.0,7.0,93.0,1.4
U2568,56,female,689.0,2.0,5.0,42.0,4.0
U2569,22,male,1210.0,119.0,8.0,12.0,4.8
U2570,18,male,1255.0,134.0,5.0,113.0,1.7
U2571,30,female,1335.0,133.0,9.0,96.0,4.2
U2572,38,female,632.0,81.0,6.0,53.0,1.5
U2573,43,female,554.0,44.0,9.0,96.0,3.6
U2574,62,male,1009.0,126.0,9.0,100.0,0.9
U2575,38,male,1169.0,85.0,9.0,44.0,3.1
U2576,35,male,909.0,114.0,9.0,34.0,1.7
U2577,54,male,1734.0,8.0,7.0,105.0,4.7
U2578,62,male,1486.0,11.0,9.0,95.0,1.8
U2579,49,female,1233.0,115.0,6.0,17.0,2.3
U2580,53,female,1638.0,87.0,9.0,71.0,4.3
U2581,34,female,758.0,61.0,5.0,111.0,2.5
U2582,52,male,1645.0,103.0,7.0,,1.6
U2583,28,male,798.0,72.0,5.0,101.0,3.0
U2584,38,male,1060.0,76.0,7.0,37.0,4.3
U2585,43,female,796.0,39.0,5.0,84.0,2.4
U2586,21,male,861.0,134.0,4.0,21.0,1.1
U2587,51,male,1088.0,16.0,8.0,73.0,2.2
U2588,35,female,626.0,118.0,8.0,11.0,4.8
U2589,57,male,696.0,125.0,7.0,68.0,0.8
U2590,52,female,720.0,23.0,4.0,46.0,2.3
U2591,58,male,1494.0,1.0,6.0,13.0,3.4
U2592,46,male,590.0,91.0,4.0,50.0,0.9
U2593,46,female,910.0,,7.0,54.0,2.1
U2594,55,female,507.0,116.0,4.0,118.0,4.7
U2595,59,female,1043.0,52.0,6.0,43.0,0.6
U2596,38,female,967.0,45.0,7.0,96.0,3.9
U2597,59,female,819.0,44.0,8.0,22.0,4.3
U2598,30,female,768.0,8.0,9.0,16.0,1.7
U2599,58,male,1714.0,5.0,4.0,41.0,1.5
U2600,34,male,560.0,,8.0,32.0,4.6
U2601,26,female,1787.0,118.0,8.0,58.0,3.9
U2602,58,male,1296.0,34.0,5.0,81.0,1.0
U2603,18,female,1618.0,81.0,,,1.5
U2604,19,male,1052.0,146.0,9.0,46.0,3.3
U2605,46,female,1425.0,24.0,4.0,107.0,2.4
U2606,50,male,1160.0,138.0,8.0,57.0,2.8
U2607,27,male,1215.0,16.0,8.0,38.0,4.8
U2608,57,male,1278.0,35.0,6.0,46.0,2.4
U2609,38,male,693.0,95.0,9.0,32.0,4.5
U2610,45,male,981.0,20.0,9.0,47.0,3.5
U2611,28,female,1719.0,17.0,8.0,102.0,1.0
U2612,51,female,1354.0,145.0,8.0,53.0,3.9
U2613,25,female,1772.0,0.0,8.0,14.0,2.8
U2614,39,male,997.0,141.0,8.0,,1.5
U2615,25,female,711.0,135.0,5.0,49.0,1.8
U2616,32,male,1164.0,50.0,5.0,20.0,3.0
U2617,34,male,1169.0,78.0,9.0,87.0,3.2
U2618,40,male,720.0,35.0,7.0,115.0,4.9
U2619,41,female,772.0,61.0,,11.0,4.3
U2620,62,male,1677.0,128.0,6.0,44.0,1.4
U2621,36,female,1772.0,84.0,7.0,54.0,4.0
U2622,22,female,778.0,41.0,5.0,58.0,0.5
U2623,49,male,1315.0,0.0,5.0,44.0,1.1
U2624,61,male,775.0,53.0,5.0,115.0,1.4
U2625,18,female,1504.0,99.0,7.0,101.0,3.2
U2626,40,female,1013.0,38.0,5.0,81.0,1.4
U2627,54,female,1611.0,6.0,7.0,41.0,2.1
U2628,25,female,1422.0,149.0,5.0,77.0,1.6
U2629,30,female,,120.0,8.0,118.0,2.0
U2630,25,female,1004.0,44.0,8.0,80.0,4.7
U2631,40,male,1089.0,73.0,4.0,,5.0
U2632,60,female,1271.0,119.0,5.0,57.0,3.6
U2633,18,female,1764.0,71.0,4.0,100.0,3.1
U2634,62,female,1239.0,137.0,7.0,46.0,3.7
U2635,41,female,1174.0,141.0,4.0,69.0,4.0
U2636,52,male,1759.0,45.0,5.0,90.0,3.8
U2637,41,male,1513.0,122.0,7.0,83.0,0.9
U2638,34,female,627.0,117.0,7.0,13.0,1.9
U2639,22,female,1002.0,74.0,8.0,32.0,2.0
U2640,37,female,1723.0,5.0,7.0,,2.2
U2641,38,male,1401.0,20.0,,14.0,2.0
U2642,57,male,1042.0,146.0,4.0,75.0,4.0
U2643,48,male,991.0,102.0,9.0,119.0,3.9
U2644,63,male,1544.0,,7.0,33.0,0.5
U2645,53,male,1757.0,98.0,6.0,27.0,1.8
U2646,28,male,1213.0,61.0,9.0,36.0,3.3
U2647,32,female,1290.0,106.0,8.0,33.0,1.0
U2648,36,male,915.0,82.0,8.0,38.0,0.8
U2649,24,male,647.0,55.0,7.0,20.0,4.2
U2650,45,female,1469.0,21.0,4.0,27.0,2.5
U2651,60,male,528.0,67.0,9.0,13.0,4.4
U2652,22,female,807.0,9.0,8.0,42.0,4.2
U2653,22,male,661.0,,8.0,87.0,4.5
U2654,47,female,1368.0,7.0,6.0,117.0,0.7
U2655,49,female,1351.0,,7.0,51.0,1.3
U2656,25,female,560.0,37.0,9.0,41.0,1.8
U2657,27,female,624.0,122.0,8.0,60.0,1.1
U2658,55,female,,,8.0,13.0,2.7
U2659,64,male,1337.0,137.0,8.0,29.0,4.1
U2660,49,male,965.0,44.0,8.0,94.0,4.8
U2661,45,female,742.0,64.0,,76.0,4.5
U2662,34,female,1744.0,66.0,5.0,98.0,2.6
U2663,48,female,972.0,136.0,6.0,77.0,3.4
U2664,25,male,1458.0,132.0,4.0,71.0,1.5
U2665,57,female,1032.0,105.0,6.0,67.0,2.3
U2666,42,female,,137.0,8.0,56.0,4.4
U2667,26,female,1398.0,139.0,6.0,84.0,0.6
U2668,19,female,581.0,81.0,7.0,89.0,2.9
U2669,32,male,1355.0,57.0,7.0,68.0,4.4
U2670,20,female,1378.0,148.0,5.0,109.0,1.0
U2671,53,female,1422.0,148.0,5.0,15.0,4.9
U2672,21,male,511.0,130.0,6.0,104.0,0.6
U2673,31,female,1786.0,68.0,4.0,,4.5
U2674,58,female,948.0,88.0,,86.0,2.1
U2675,58,male,1715.0,63.0,8.0,32.0,1.1
U2676,42,male,1261.0,,4.0,,1.2
U2677,27,male,1637.0,16.0,5.0,13.0,3.7
U2678,38,female,525.0,72.0,4.0,46.0,4.4
U2679,53,female,1007.0,69.0,8.0,51.0,3.4
U2680,29,male,561.0,112.0,7.0,110.0,4.7
U2681,44,male,728.0,20.0,4.0,53.0,4.3
U2682,57,male,1106.0,134.0,4.0,106.0,0.5
U2683,19,female,1558.0,6.0,,51.0,3.5
U2684,30,female,1390.0,110.0,6.0,,1.9
U2685,49,male,1260.0,26.0,7.0,110.0,2.5
U2686,48,female,1094.0,7.0,6.0,28.0,0.9
U2687,33,male,1548.0,27.0,8.0,93.0,1.8
U2688,49,female,1555.0,46.0,8.0,41.0,3.3
U2689,49,female,1535.0,85.0,6.0,53.0,1.5
U2690,51,female,500.0,9.0,5.0,64.0,3.4
U2691,28,female,1659.0,113.0,9.0,89.0,4.7
U2692,27,male,1719.0,32.0,5.0,14.0,0.5
U2693,32,female,632.0,134.0,9.0,,4.0
U2694,34,female,585.0,130.0,9.0,85.0,3.4
U2695,57,male,1703.0,13.0,,54.0,0.7
U2696,35,female,1015.0,45.0,9.0,30.0,4.1
U2697,26,male,674.0,,9.0,87.0,1.5
U2698,42,male,1262.0,12.0,9.0,110.0,1.7
U2699,57,female,1544.0,15.0,7.0,31.0,0.9
U2700,31,female,,132.0,8.0,39.0,2.9
U2701,42,male,1628.0,37.0,9.0,32.0,2.7
U2702,39,male,1077.0,37.0,8.0,14.0,2.1
U2703,47,male,,102.0,8.0,72.0,1.3
U2704,37,female,1027.0,55.0,7.0,102.0,4.3
U2705,38,male,644.0,62.0,8.0,68.0,4.4
U2706,61,male,1261.0,119.0,,103.0,2.9
U2707,49,male,1598.0,47.0,4.0,91.0,1.6
U2708,63,female,,104.0,7.0,119.0,0.9
U2709,38,male,1293.0,58.0,4.0,61.0,4.4
U2710,52,female,818.0,76.0,6.0,74.0,0.9
U2711,49,female,1610.0,126.0,5.0,48.0,0.6
U2712,47,male,1197.0,54.0,5.0,90.0,2.6
U2713,56,female,1346.0,54.0,9.0,12.0,3.8
U2714,29,male,1282.0,128.0,5.0,51.0,2.6
U2715,58,female,541.0,135.0,7.0,80.0,0.7
U2716,64,female,1616.0,126.0,5.0,36.0,3.6
U2717,35,male,1028.0,131.0,7.0,37.0,3.4
U2718,38,male,1788.0,84.0,7.0,117.0,3.6
U2719,30,male,791.0,114.0,4.0,63.0,1.5
U2720,38,female,1468.0,57.0,5.0,104.0,4.1
U2721,25,female,596.0,36.0,8.0,24.0,2.7
U2722,63,male,1618.0,48.0,5.0,62.0,2.9
U2723,57,male,573.0,66.0,5.0,81.0,3.0
U2724,63,female,1591.0,18.0,,79.0,1.8
U2725,24,female,1257.0,128.0,,101.0,1.6
U2726,40,female,1600.0,28.0,8.0,13.0,0.5
U2727,61,male,707.0,86.0,8.0,103.0,2.3
U2728,49,female,1744.0,32.0,7.0,116.0,2.7
U2729,28,male,1785.0,118.0,8.0,26.0,3.8
U2730,39,female,909.0,132.0,7.0,43.0,0.8
U2731,39,female,830.0,70.0,4.0,15.0,4.7
U2732,60,male,843.0,133.0,7.0,45.0,1.7
U2733,42,male,1488.0,21.0,5.0,108.0,2.2
U2734,39,male,1270.0,76.0,6.0,112.0,0.7
U2735,45,female,573.0,3.0,6.0,48.0,3.4
U2736,46,female,753.0,71.0,9.0,89.0,3.7
U2737,30,female,1458.0,127.0,5.0,75.0,4.7
U2738,35,male,1319.0,44.0,7.0,17.0,2.0
U2739,19,female,1485.0,135.0,5.0,24.0,1.7
U2740,46,male,831.0,92.0,9.0,72.0,3.8
U2741,38,male,1246.0,4.0,8.0,100.0,3.7
U2742,32,male,1335.0,103.0,7.0,89.0,4.7
U2743,44,female,954.0,80.0,5.0,74.0,1.4
U2744,48,female,1638.0,86.0,8.0,68.0,3.7
U2745,32,male,812.0,136.0,9.0,19.0,0.8
U2746,40,female,1517.0,129.0,8.0,16.0,2.7
U2747,41,male,,62.0,7.0,83.0,1.0
U2748,61,male,1333.0,50.0,9.0,85.0,3.4
U2749,30,female,1357.0,115.0,9.0,90.0,3.2
U2750,39,male,1768.0,112.0,9.0,118.0,0.7
U2751,60,male,1317.0,30.0,4.0,21.0,1.9
U2752,54,female,1517.0,6.0,9.0,88.0,2.3
U2753,50,male,1027.0,2.0,4.0,55.0,1.6
U2754,20,male,1449.0,50.0,8.0,41.0,0.7
U2755,36,male,926.0,55.0,4.0,41.0,1.9
U2756,40,male,541.0,72.0,8.0,99.0,4.1
U2757,46,male,964.0,9.0,4.0,87.0,2.1
U2758,47,male,777.0,60.0,8.0,99.0,2.0
U2759,56,male,1335.0,49.0,8.0,70.0,4.7
U2760,61,female,518.0,121.0,9.0,78.0,0.7
U2761,64,female,565.0,0.0,9.0,70.0,4.0
U2762,42,male,666.0,,8.0,111.0,2.7
U2763,54,male,1519.0,78.0,9.0,55.0,4.8
U2764,64,female,902.0,88.0,8.0,77.0,2.3
U2765,25,female,,81.0,9.0,101.0,3.7
U2766,59,female,611.0,66.0,6.0,64.0,0.8
U2767,33,female,1797.0,16.0,4.0,10.0,4.7
U2768,25,female,1096.0,126.0,8.0,86.0,2.1
U2769,18,male,,111.0,5.0,116.0,2.9
U2770,61,female,1562.0,135.0,9.0,76.0,1.1
U2771,22,female,604.0,,9.0,58.0,4.8
U2772,20,female,823.0,39.0,7.0,34.0,3.5
U2773,18,male,1491.0,88.0,5.0,115.0,0.7
U2774,21,male,,40.0,5.0,25.0,1.2
U2775,57,male,1134.0,139.0,6.0,94.0,2.3
U2776,52,male,1229.0,114.0,4.0,22.0,1.5
U2777,49,male,1388.0,99.0,6.0,61.0,1.9
U2778,59,male,1584.0,116.0,4.0,117.0,5.0
U2779,51,female,892.0,88.0,8.0,45.0,3.5
U2780,60,male,703.0,92.0,6.0,81.0,4.6
U2781,42,male,757.0,138.0,7.0,53.0,2.5
U2782,27,female,985.0,59.0,4.0,92.0,3.7
U2783,38,male,945.0,67.0,6.0,56.0,2.6
U2784,63,female,1703.0,77.0,7.0,89.0,2.0
U2785,56,female,1523.0,45.0,5.0,85.0,2.8
U2786,44,male,841.0,37.0,9.0,29.0,2.4
U2787,44,female,632.0,16.0,8.0,27.0,4.9
U2788,19,female,942.0,65.0,8.0,63.0,2.7
U2789,58,female,752.0,35.0,5.0,21.0,4.2
U2790,30,female,764.0,73.0,6.0,34.0,3.5
U2791,26,male,592.0,6.0,9.0,69.0,2.7
U2792,53,female,637.0,15.0,5.0,84.0,2.6
U2793,39,male,1731.0,13.0,7.0,95.0,2.0
U2794,59,female,1501.0,79.0,9.0,119.0,1.0
U2795,43,female,806.0,24.0,4.0,43.0,3.9
U2796,29,female,765.0,104.0,6.0,22.0,4.6
U2797,34,male,1145.0,3.0,9.0,119.0,1.5
U2798,31,male,817.0,126.0,4.0,47.0,4.7
U2799,31,male,1636.0,55.0,5.0,21.0,1.5
U2800,51,female,,5.0,8.0,112.0,2.9
U2801,37,female,953.0,128.0,,,2.0
U2802,28,female,690.0,128.0,9.0,37.0,1.0
U2803,33,female,1710.0,114.0,4.0,100.0,0.7
U2804,48,male,1330.0,56.0,4.0,48.0,2.1
U2805,23,female,1612.0,64.0,8.0,86.0,0.7
U2806,36,male,686.0,64.0,4.0,52.0,1.0
U2807,54,female,1318.0,102.0,4.0,113.0,1.1
U2808,21,male,1520.0,20.0,9.0,100.0,0.5
U2809,64,male,631.0,32.0,8.0,40.0,1.2
U2810,21,female,1371.0,21.0,8.0,11.0,3.1
U2811,37,female,1134.0,109.0,9.0,91.0,4.2
U2812,27,male,1190.0,3.0,5.0,99.0,1.4
U2813,41,female,1191.0,139.0,,51.0,0.9
U2814,52,female,1622.0,73.0,9.0,40.0,3.8
U2815,43,male,1557.0,118.0,4.0,70.0,0.5
U2816,54,male,1081.0,92.0,6.0,111.0,3.8
U2817,55,male,670.0,64.0,5.0,65.0,1.1
U2818,38,male,1283.0,64.0,5.0,95.0,1.5
U2819,57,female,1582.0,9.0,9.0,109.0,1.0
U2820,56,male,680.0,145.0,9.0,92.0,1.6
U2821,38,male,518.0,46.0,6.0,23.0,4.1
U2822,27,male,1749.0,65.0,6.0,23.0,1.1
U2823,55,female,1618.0,48.0,8.0,38.0,5.0
U2824,63,male,1380.0,21.0,9.0,90.0,2.0
U2825,21,female,674.0,85.0,5.0,59.0,4.6
U2826,62,male,1745.0,25.0,7.0,59.0,1.4
U2827,37,male,553.0,,7.0,72.0,1.3
U2828,34,female,1194.0,148.0,4.0,110.0,3.0
U2829,24,male,,94.0,5.0,82.0,0.7
U2830,21,male,848.0,106.0,7.0,74.0,4.1
U2831,46,female,942.0,133.0,5.0,77.0,2.5
U2832,31,male,,13.0,9.0,80.0,3.6
U2833,20,male,1079.0,70.0,5.0,20.0,1.3
U2834,41,male,781.0,74.0,7.0,23.0,3.4
U2835,54,male,859.0,119.0,5.0,115.0,3.2
U2836,33,female,1414.0,111.0,6.0,92.0,3.9
U2837,21,male,,50.0,4.0,113.0,1.8
U2838,41,female,1391.0,129.0,8.0,12.0,4.7
U2839,51,male,1452.0,142.0,7.0,17.0,4.8
U2840,47,female,1140.0,35.0,9.0,102.0,4.4
U2841,35,male,1531.0,117.0,8.0,110.0,3.1
U2842,36,female,,3.0,4.0,52.0,2.4
U2843,48,male,990.0,5.0,6.0,18.0,0.8
U2844,36,female,840.0,109.0,6.0,28.0,4.8
U2845,63,female,,98.0,6.0,21.0,4.8
U2846,36,male,748.0,121.0,6.0,36.0,0.6
U2847,39,female,734.0,116.0,7.0,110.0,2.1
U2848,41,male,1606.0,95.0,7.0,67.0,4.5
U2849,62,male,1616.0,66.0,5.0,34.0,0.9
U2850,29,male,1323.0,119.0,9.0,,1.4
U2851,47,male,1791.0,14.0,5.0,111.0,4.9
U2852,55,male,1131.0,16.0,9.0,57.0,4.3
U2853,48,female,1028.0,17.0,4.0,59.0,4.6
U2854,53,male,1776.0,114.0,5.0,90.0,1.1
U2855,36,male,621.0,146.0,4.0,53.0,1.5
U2856,62,male,1391.0,75.0,4.0,68.0,3.2
U2857,53,male,509.0,87.0,4.0,42.0,2.8
U2858,47,male,1337.0,90.0,6.0,112.0,1.8
U2859,50,male,1796.0,47.0,8.0,87.0,4.5
U2860,35,female,1733.0,14.0,8.0,37.0,4.6
U2861,45,female,1252.0,122.0,7.0,27.0,1.8
U2862,64,male,1385.0,,4.0,64.0,1.2
U2863,28,female,963.0,97.0,6.0,42.0,1.2
U2864,62,male,1211.0,83.0,5.0,115.0,2.7
U2865,50,male,1227.0,40.0,5.0,24.0,1.1
U2866,34,male,1216.0,95.0,7.0,70.0,2.6
U2867,23,male,1739.0,67.0,7.0,20.0,2.6
U2868,21,male,579.0,4.0,4.0,45.0,4.5
U2869,37,female,979.0,52.0,4.0,24.0,1.8
U2870,64,female,1401.0,121.0,,62.0,3.0
U2871,44,female,1390.0,135.0,5.0,71.0,3.8
U2872,32,female,517.0,21.0,5.0,57.0,3.2
U2873,23,male,1688.0,105.0,5.0,103.0,4.8
U2874,64,female,701.0,6.0,8.0,24.0,3.2
U2875,31,male,1240.0,149.0,4.0,72.0,4.6
U2876,28,female,818.0,45.0,4.0,96.0,1.6
U2877,56,female,716.0,29.0,5.0,52.0,3.0
U2878,26,female,1557.0,125.0,6.0,59.0,2.9
U2879,43,female,765.0,100.0,5.0,69.0,5.0
U2880,33,male,1223.0,143.0,9.0,68.0,1.4
U2881,22,female,1274.0,78.0,7.0,24.0,1.1
U2882,27,female,1603.0,132.0,9.0,38.0,3.3
U2883,20,male,912.0,66.0,6.0,84.0,1.5
U2884,30,male,,,7.0,118.0,3.4
U2885,60,female,1535.0,73.0,6.0,91.0,4.9
U2886,47,male,900.0,4.0,7.0,49.0,4.8
U2887,62,male,1223.0,81.0,5.0,40.0,1.5
U2888,23,male,781.0,24.0,5.0,,1.3
U2889,34,female,1635.0,7.0,6.0,,3.0
U2890,62,male,1222.0,148.0,7.0,20.0,3.1
U2891,36,female,1250.0,1.0,8.0,90.0,3.5
U2892,59,female,767.0,21.0,6.0,106.0,3.8
U2893,52,female,797.0,71.0,6.0,71.0,3.2
U2894,63,female,1069.0,86.0,9.0,84.0,1.0
U2895,43,male,1008.0,,4.0,112.0,4.1
U2896,22,female,1045.0,67.0,6.0,17.0,0.9
U2897,46,male,1274.0,63.0,8.0,60.0,0.6
U2898,54,female,864.0,93.0,5.0,66.0,4.0
U2899,37,male,1046.0,18.0,7.0,13.0,3.0
U2900,38,female,770.0,,4.0,45.0,3.6
U2901,27,male,1238.0,86.0,7.0,,2.2
U2902,22,female,1036.0,81.0,5.0,33.0,0.5
U2903,53,female,1757.0,86.0,6.0,50.0,2.0
U2904,23,male,558.0,96.0,9.0,58.0,3.2
U2905,43,female,1774.0,51.0,8.0,91.0,1.5
U2906,21,female,585.0,81.0,4.0,106.0,3.6
U2907,56,female,1262.0,96.0,8.0,55.0,4.1
U2908,56,male,889.0,134.0,8.0,45.0,2.5
U2909,52,female,1703.0,114.0,8.0,19.0,4.4
U2910,18,female,1218.0,91.0,8.0,87.0,4.3
U2911,41,male,1355.0,0.0,5.0,16.0,4.5
U2912,53,male,648.0,62.0,8.0,21.0,3.5
U2913,23,male,1082.0,18.0,9.0,95.0,1.9
U2914,58,male,620.0,30.0,8.0,,2.7
U2915,63,male,1264.0,,5.0,57.0,3.7
U2916,61,female,1104.0,120.0,7.0,46.0,1.4
U2917,48,female,755.0,23.0,5.0,84.0,3.8
U2918,37,female,,,9.0,45.0,3.0
U2919,41,male,1363.0,58.0,9.0,69.0,0.9
U2920,42,female,1299.0,113.0,6.0,,3.0
U2921,53,male,558.0,100.0,5.0,,0.8
U2922,38,male,1521.0,11.0,7.0,17.0,0.6
U2923,47,female,1592.0,118.0,6.0,16.0,4.5
U2924,41,male,887.0,138.0,6.0,116.0,2.7
U2925,61,male,1609.0,96.0,4.0,52.0,2.9
U2926,59,female,1285.0,146.0,8.0,67.0,1.8
U2927,47,male,1750.0,56.0,6.0,90.0,2.9
U2928,39,male,1092.0,41.0,6.0,95.0,1.3
U2929,45,female,1707.0,97.0,9.0,55.0,3.9
U2930,24,male,1408.0,30.0,7.0,43.0,4.2
U2931,52,male,1065.0,1.0,6.0,93.0,4.4
U2932,45,female,898.0,31.0,7.0,81.0,1.0
U2933,31,female,1398.0,137.0,8.0,31.0,3.0
U2934,27,female,792.0,104.0,9.0,100.0,4.1
U2935,33,female,984.0,135.0,4.0,107.0,1.1
U2936,33,male,1302.0,74.0,4.0,30.0,0.9
U2937,48,male,1389.0,104.0,8.0,24.0,4.2
U2938,59,female,743.0,147.0,8.0,14.0,4.1
U2939,42,male,1459.0,147.0,9.0,111.0,2.5
U2940,30,male,1677.0,126.0,9.0,26.0,1.0
U2941,23,female,1315.0,8.0,5.0,81.0,2.8
U2942,61,female,772.0,14.0,6.0,28.0,2.3
U2943,26,male,1019.0,96.0,6.0,14.0,2.8
U2944,62,female,1651.0,104.0,6.0,32.0,2.5
U2945,53,female,1067.0,62.0,7.0,92.0,3.1
U2946,60,female,1137.0,20.0,5.0,23.0,3.8
U2947,37,male,658.0,4.0,6.0,19.0,4.0
U2948,35,female,1151.0,124.0,7.0,40.0,3.4
U2949,60,male,675.0,84.0,7.0,22.0,1.4
U2950,38,male,1119.0,112.0,4.0,31.0,2.3
U2951,21,male,710.0,79.0,7.0,46.0,0.8
U2952,50,female,946.0,115.0,8.0,48.0,2.5
U2953,44,female,1085.0,96.0,9.0,19.0,4.9
U2954,24,female,666.0,20.0,7.0,40.0,3.4
U2955,23,female,959.0,79.0,8.0,52.0,1.2
U2956,32,female,1415.0,38.0,8.0,108.0,1.7
U2957,35,male,1756.0,,4.0,86.0,0.8
U2958,49,male,1705.0,123.0,4.0,103.0,1.3
U2959,28,male,1552.0,142.0,7.0,107.0,2.7
U2960,37,female,1213.0,5.0,4.0,45.0,2.1
U2961,41,male,1616.0,55.0,4.0,44.0,1.4
U2962,32,male,1340.0,48.0,9.0,77.0,1.2
U2963,24,female,1367.0,91.0,6.0,64.0,3.5
U2964,38,female,,128.0,7.0,77.0,3.0
U2965,59,male,829.0,64.0,7.0,56.0,4.3
U2966,43,male,1707.0,27.0,7.0,15.0,1.3
U2967,61,female,,99.0,4.0,37.0,4.3
U2968,31,female,1284.0,147.0,9.0,39.0,3.1
U2969,54,female,1148.0,71.0,4.0,36.0,1.7
U2970,38,female,852.0,64.0,,78.0,1.7
U2971,35,male,1429.0,50.0,5.0,,2.3
U2972,22,male,1440.0,48.0,5.0,48.0,2.6
U2973,20,female,1483.0,73.0,5.0,44.0,0.9
U2974,40,male,1788.0,11.0,6.0,112.0,4.3
U2975,43,male,1542.0,103.0,4.0,53.0,1.0
U2976,54,female,1145.0,80.0,8.0,24.0,2.7
U2977,41,male,1125.0,126.0,8.0,92.0,2.2
U2978,36,male,,13.0,5.0,103.0,2.8
U2979,42,male,1215.0,33.0,9.0,111.0,4.5
U2980,38,female,1261.0,47.0,6.0,41.0,5.0
U2981,29,female,754.0,60.0,6.0,113.0,0.6
U2982,58,male,1608.0,34.0,5.0,38.0,2.3
U2983,50,female,1175.0,118.0,5.0,72.0,4.2
U2984,21,female,591.0,64.0,4.0,15.0,2.0
U2985,59,female,1592.0,58.0,9.0,99.0,3.4
U2986,24,male,536.0,35.0,6.0,36.0,5.0
U2987,39,male,639.0,146.0,8.0,108.0,3.4
U2988,50,female,1366.0,41.0,5.0,37.0,1.0
U2989,34,male,1179.0,68.0,4.0,14.0,4.3
U2990,41,male,,146.0,8.0,50.0,4.8
U2991,51,male,636.0,106.0,6.0,65.0,3.7
U2992,45,male,689.0,38.0,5.0,63.0,2.4
U2993,60,male,841.0,68.0,9.0,89.0,4.8
U2994,58,female,1528.0,11.0,5.0,114.0,4.9
